Timestamp,Wallet,Debt,Collateral,Risk,Utilization,Health,Identity,TxHash
2026-05-20T13:23:41.422Z,0x261fede7a5ad1d9a932abd8d8f90f9d898130c85,200,0,6.666666666666666,66.66666666666666,1,100,Unknown
